Email Name,Sent,Delivered,% Delivered,Hard Bounced,Soft Bounced,Pending,Opened,% Opened,Clicked Email,% Clicked Email,Clicked to Opened Ratio,Unsubscribed,% Unsubscribed,First Activity (PDT),Last Activity (PDT),Include,days_between
Nurture__PC_.Default__Email 01_Sephora_Case Study_(emoji secret face) Sephora's secret to 3X revenue and global scale,"13,414","12,950",96.50%,199,264,0,"5,312",41.00%,144,1.10%,2.70%,198,1.50%,"Dec 5, 2024 8:15 AM","Jun 6, 2025 10:38 AM",0,183
Nurture__PC_.Email - Blog - Social - How to Ride the Influencer Marketing Wave - Without Getting Knocked Out,43,32,74.40%,2,9,0,10,31.30%,1,3.10%,10.00%,0,0.00%,"Sep 6, 2023 4:15 PM","Jan 25, 2024 5:15 AM",0,141
Nurture__PC_.Email - Blog Post - (Affiliate) - | Affiliate Marketing is Dead,33,23,69.70%,4,6,0,4,17.40%,1,4.30%,25.00%,0,0.00%,"Aug 30, 2023 4:15 PM","Jan 30, 2025 5:15 AM",0,519
Nurture__PC_.Email - Blog Post - (Mobile) - | Up your's conversions by driving partner traffic directly into apps,50,38,76.00%,1,11,0,9,23.70%,1,2.60%,11.10%,0,0.00%,"Sep 13, 2023 4:15 PM","Feb 1, 2024 5:15 AM",0,141
Nurture__PC_.Email - Case Study - Default - Lenovo Thailand Case Study,"20,165","19,512",96.80%,212,437,0,"7,881",40.40%,226,1.20%,2.90%,174,0.90%,"Jun 7, 2023 11:16 AM","May 17, 2025 7:48 PM",0,710
"Nurture__PC_.Email - eBook - (Mobile) - | Learn 9 ways mobile app partnerships are special, and how to use them",3,3,100.00%,0,0,0,2,66.70%,0,0.00%,,0,0.00%,"Mar 13, 2024 11:16 AM","Feb 20, 2025 10:45 AM",0,344
Nurture__PC_.Email - eBook - (Mobile) - | Regain 32% in lost revenue with these mobile marketing tips from Darwin,2,2,100.00%,0,0,0,2,100.00%,0,0.00%,,0,0.00%,"Mar 6, 2024 10:16 AM","Feb 13, 2025 6:04 AM",0,344
Nurture__PC_.Email - eBook - (Mobile) - | What is in-app deep linking and why does it matter?,2,2,100.00%,0,0,0,2,100.00%,0,0.00%,,0,0.00%,"Feb 28, 2024 10:16 AM","Feb 6, 2025 5:55 AM",0,344
Nurture__PC_.Email - eBook - Mobile - Beyond The App Store,5,4,80.00%,1,0,0,3,75.00%,0,0.00%,,0,0.00%,"Nov 1, 2023 11:15 AM","Mar 13, 2025 5:40 AM",0,498
Nurture__PC_.Email - eBook - Mobile - Getting to happily-ever-after influencer partnerships,4,4,100.00%,0,0,0,3,75.00%,0,0.00%,,0,0.00%,"Nov 8, 2023 10:15 AM","Mar 20, 2025 6:19 AM",0,498
Nurture__PC_.Email - eBook - Partnerships - Accelerate Your Career in Partnerships,41,30,73.20%,4,7,0,8,26.70%,1,3.30%,12.50%,1,3.30%,"Sep 4, 2023 4:15 PM","Jan 23, 2024 5:15 AM",0,141
Nurture__PC_.Email - eBook - Partnerships - How to Shop for a Partner Marketing Platform,618,577,93.40%,9,32,0,250,43.30%,8,1.40%,3.20%,7,1.20%,"Jun 7, 2023 11:01 AM","May 7, 2024 8:25 AM",0,335
Nurture__PC_.Email - eBook - Partnerships - Invest in Partnerships - Forrester 2019,32,22,68.80%,3,7,0,4,18.20%,1,4.50%,25.00%,0,0.00%,"Sep 18, 2023 4:16 PM","Feb 6, 2024 5:15 AM",0,141
Nurture__PC_.Email - eBook - Partnerships - What's the Channel Hotter than Paid Search,54,37,68.50%,9,8,0,10,27.00%,1,2.70%,10.00%,0,0.00%,"Sep 11, 2023 4:15 PM","Jan 30, 2024 5:15 AM",0,141
Nurture__PC_.Email - Infographic - (Mobile) - | Find out how deep linking increases your conversions by 300%,3,3,100.00%,0,0,0,2,66.70%,0,0.00%,,0,0.00%,"Dec 27, 2023 10:15 AM","Mar 6, 2025 5:47 AM",0,435
"Nurture__PC_.Email - Infographic - (Mobile) - | Friend, how do your mobile app partnerships score? Take the quiz",3,3,100.00%,0,0,0,2,66.70%,0,0.00%,,0,0.00%,"Feb 21, 2024 10:15 AM","Apr 24, 2025 6:16 AM",0,428
Nurture__PC_.Email - Infographic - (Mobile) - | How to mobilize apps in your partnerships—from basics to beyond,3,3,100.00%,0,0,0,2,66.70%,0,0.00%,,0,0.00%,"Dec 20, 2023 10:15 AM","Feb 27, 2025 5:45 AM",0,435
Nurture__PC_.Email - Infographic - Partnerships - How organizations generate 314% ROI,106,82,77.40%,7,17,0,14,17.10%,2,2.40%,14.30%,0,0.00%,"Aug 30, 2023 4:15 PM","Feb 18, 2025 8:20 AM",0,538
Nurture__PC_.Email - Infographic - Social - Influencer Marketing is on the Rise,53,31,58.50%,14,8,0,8,25.80%,1,3.20%,12.50%,0,0.00%,"Aug 28, 2023 4:15 PM","Jan 28, 2025 5:15 AM",0,519
Nurture__PC_.Email - Research - Partnerships - 7 recommendations on what pays off and what doesn’t—according to Forreseter,111,83,74.80%,8,20,0,16,19.30%,1,1.20%,6.30%,0,0.00%,"Aug 28, 2023 4:15 PM","Feb 13, 2025 8:15 AM",0,535
Nurture__PC_.Email - Video - Default - Here’s your playlist for partner engagement (fresh ideas ahead!),"21,227","20,529",96.70%,229,464,0,"8,995",43.80%,406,2.00%,4.50%,240,1.20%,"Jun 7, 2023 11:16 AM","Mar 27, 2025 10:07 AM",0,659
Nurture__PC_.Email - Video - Mobile - Walmart Interview,5,4,80.00%,1,0,0,3,75.00%,0,0.00%,,1,25.00%,"Nov 1, 2023 11:15 AM","Mar 27, 2025 5:44 AM",0,512
Nurture__PC_.Email - Video - Partnerships - The key to revenue growth in this one-minute video,152,81,53.30%,51,19,0,15,18.50%,1,1.20%,6.70%,0,0.00%,"Aug 23, 2023 4:15 PM","Feb 11, 2025 8:15 AM",0,538
Nurture__PC_.Email - Welcome - 2020 - A/B,44,21,47.70%,19,4,0,7,33.30%,1,4.80%,14.30%,0,0.00%,"Nov 1, 2023 11:15 AM","Jan 11, 2024 5:15 AM",0,71
Nurture__PC_.Email- Case Study - Default- Here’s what happened when a niche brand got serious about partnerships,"42,053","40,427",96.10%,811,793,0,"17,830",44.10%,738,1.80%,4.10%,668,1.70%,"Jun 7, 2023 11:16 AM","Jun 6, 2025 10:26 AM",0,730
Nurture__PC_.Financial Services Nurture Emails.01 - Email - (Finserv) - | Partnerships in the financial services industry,655,535,81.70%,97,23,0,51,9.50%,6,1.10%,11.80%,1,0.20%,"Jun 8, 2023 9:01 AM","Jun 5, 2025 10:34 AM",0,728
Nurture__PC_.Financial Services Nurture Emails.02 - Email - (Finserv) - | Generate quality leads,604,541,89.60%,38,25,0,59,10.90%,10,1.80%,16.90%,1,0.20%,"Jun 8, 2023 9:01 AM","Jun 5, 2025 9:03 AM",0,728
Nurture__PC_.Financial Services Nurture Emails.03 - Email - (Finserv) - | 6 tips for finserv partnerships,570,539,94.60%,5,26,0,42,7.80%,2,0.40%,4.80%,1,0.20%,"Jun 8, 2023 9:01 AM","Jun 5, 2025 9:01 AM",0,728
Nurture__PC_.Financial Services Nurture Emails.04 - Email - (Finserv) - | Investing in the Right Partnership Platform,572,542,94.80%,6,24,0,47,8.70%,6,1.10%,12.80%,1,0.20%,"Jun 8, 2023 9:01 AM","Jun 5, 2025 9:06 AM",0,728
Nurture__PC_.Financial Services Nurture Emails.05 - Email - (Finserv) - | How Revolut Is Reaching Banking’s New Generation with Partnership Automation,574,538,93.70%,8,29,0,43,8.00%,5,0.90%,11.60%,0,0.00%,"Jun 8, 2023 9:01 AM","Jun 5, 2025 9:23 AM",0,728
Nurture__PC_.Financial Services Nurture Emails.06 - Email - (Finserv) - | How to steer financial services partnerships,561,523,93.20%,10,28,0,53,10.10%,6,1.10%,11.30%,1,0.20%,"Jun 8, 2023 9:01 AM","May 22, 2025 9:01 AM",0,714
Nurture__PC_.FS - 01 - (Food) - | Welcome.01 - Email - Food - Welcome,71,40,56.30%,27,4,0,8,20.00%,3,7.50%,37.50%,0,0.00%,"Jun 8, 2023 8:31 AM","Apr 17, 2025 2:28 PM",0,679
Nurture__PC_.FS - 02 - (Food) - | Affiliate Marketing is Dead.02 - Email - eBook - Affiliate - Food - Affiliate Marketing is Dead,67,53,79.10%,10,4,0,17,32.10%,7,13.20%,41.20%,0,0.00%,"Jun 8, 2023 8:31 AM","Apr 24, 2025 8:35 AM",0,686
Nurture__PC_.FS - 03 - (Food) - | Influencer Partnerships: The Full Lifecycle.03 - Email - Infographic - Social - Food - Influencer Partnerships: The Full Lifecycle,59,50,84.70%,4,5,0,14,28.00%,7,14.00%,50.00%,0,0.00%,"Jun 15, 2023 8:31 AM","May 8, 2025 8:31 AM",0,693
Nurture__PC_.FS - 04 - (Food) - | The Partnership Channel Opportunity.04 - Email - Video - Food - Partnerships - The Partnership Channel Opportunity,56,48,85.70%,3,5,0,12,25.00%,5,10.40%,41.70%,0,0.00%,"Jun 8, 2023 8:31 AM","May 15, 2025 8:31 AM",0,707
Nurture__PC_.FS - 05 - (Food) - | Managing Different Types of Influencers.05 - Email - eBook - Social - Food - Managing Different Types of Influencers,54,45,83.30%,4,5,0,14,31.10%,7,15.60%,50.00%,0,0.00%,"Jun 15, 2023 8:31 AM","May 22, 2025 8:31 AM",0,707
Nurture__PC_.FS - 06 - (Food) - | 5 smart tips for mobile partnerships a growth driver.06 - Email - Blog - Mobile - Food - 5 smart tips for mobile partnerships a growth driver,54,47,87.00%,2,5,0,10,21.30%,6,12.80%,60.00%,0,0.00%,"Jun 22, 2023 8:31 AM","May 29, 2025 8:31 AM",0,707
Nurture__PC_.FS - 07 - (Food) - | Shipt.07 - Email - Case Study - Partnerships - Food - Shipt,57,49,86.00%,3,5,0,16,32.70%,12,24.50%,75.00%,0,0.00%,"Jun 8, 2023 8:31 AM","Jun 5, 2025 8:30 AM",0,728
Nurture__PC_.FS - 08 - (Food) - | Purple Carrot.08 - Email - Case Study - Affiliate - Food - Purple Carrot,56,50,89.30%,2,4,0,18,36.00%,7,14.00%,38.90%,0,0.00%,"Jun 15, 2023 8:31 AM","May 16, 2025 8:31 AM",0,701
Nurture__PC_.HW - 01 - (Heath) - | Welcome.01 - Email - Health - Welcome,72,54,75.00%,17,1,0,16,29.60%,0,0.00%,,0,0.00%,"Jun 8, 2023 8:31 AM","Oct 31, 2024 8:31 AM",0,511
Nurture__PC_.HW - 02 - (Heath) - | Affiliate Marketing is Dead.02 - Email - eBook - Affiliate - Health - Affiliate Marketing is Dead,61,53,86.90%,6,2,0,12,22.60%,0,0.00%,,0,0.00%,"Jun 8, 2023 8:31 AM","Oct 10, 2024 10:26 AM",0,490
Nurture__PC_.HW - 03 - (Heath) - | Influencer Partnerships: The Full Lifecycle.03 - Email - Infographic - Social - Health - Influencer Partnerships: The Full Lifecycle,57,55,96.50%,1,1,0,12,21.80%,1,1.80%,8.30%,0,0.00%,"Jun 8, 2023 8:31 AM","Oct 17, 2024 3:12 PM",0,497
Nurture__PC_.HW - 04 - (Heath) - | The Partnership Channel Opportunity.04 - Email - Video - Partnerships - Health - The Partnership Channel Opportunity,56,54,96.40%,2,0,0,10,18.50%,0,0.00%,,0,0.00%,"Jun 15, 2023 8:31 AM","Oct 24, 2024 2:49 PM",0,497
Nurture__PC_.HW - 05 - (Heath) - | Managing Different Types of Influencers.05 - Email - eBook - Social - Health - Managing Different Types of Influencers,53,51,96.20%,2,0,0,11,21.60%,0,0.00%,,0,0.00%,"Jun 22, 2023 8:31 AM","Nov 1, 2024 12:10 PM",0,498
Nurture__PC_.HW - 06 - (Heath) - | 5 smart tips for mobile partnerships a growth driver.06 - Email - Blog - Mobile - Health - 5 smart tips for mobile partnerships a growth driver,55,52,94.50%,1,2,0,12,23.10%,0,0.00%,,0,0.00%,"Jun 8, 2023 8:31 AM","Oct 17, 2024 8:31 AM",0,497
Nurture__PC_.HW - 07 - (Heath) - | Sunday Scaries.07 - Email - Case Study - Affiliate - Health - Sunday Scaries,55,53,96.40%,1,1,0,13,24.50%,0,0.00%,,0,0.00%,"Jun 15, 2023 8:31 AM","Oct 24, 2024 8:31 AM",0,497
Nurture__PC_.HW - 08 - (Heath) - | LetsGetChecked.08 - Email - Case Study - Partnerships - Health - LetsGetChecked,58,53,91.40%,3,2,0,12,22.60%,1,1.90%,8.30%,2,3.80%,"Jun 8, 2023 8:31 AM","Oct 31, 2024 8:31 AM",0,511
Nurture__PC_.Influencer/Social__Email 01__Ebook_6 mistakes that can break your influencer program—and how to fix them,88,87,98.90%,0,1,0,38,43.70%,3,3.40%,7.90%,4,4.60%,"Nov 14, 2024 8:16 AM","Jun 5, 2025 8:34 AM",0,203
Nurture__PC_.Influencer/Social__Email 02__Ebook_[ebook] How to effectively manage the many types of influencers,57,55,96.50%,1,1,0,23,41.80%,3,5.50%,13.00%,0,0.00%,"Nov 21, 2024 8:15 AM","Jun 5, 2025 8:16 AM",0,196
Nurture__PC_.Influencer/Social__Email 03__Ebook_Drive influencer performance—discover marketing metrics that matter,"10,193","9,955",97.70%,24,214,0,"3,996",40.10%,98,1.00%,2.50%,67,0.70%,"Nov 28, 2024 8:15 AM","Jun 6, 2025 11:37 AM",0,190
Nurture__PC_.Influencer/Social__Email 05__Video_Influencers vs affiliates: pros and cons from industry experts,39,38,97.40%,0,1,0,19,50.00%,1,2.60%,5.30%,1,2.60%,"Dec 12, 2024 8:15 AM","Jun 5, 2025 8:16 AM",0,175
Nurture__PC_.Influencer/Social__Email 06__Ebook_[ebook] Ultimate guide to influencer marketing,36,35,97.20%,0,1,0,17,48.60%,1,2.90%,5.90%,0,0.00%,"Dec 19, 2024 8:16 AM","Jun 5, 2025 9:24 AM",0,168
"Nurture__PC_.Influencer/Social__Email 07__Infographic_Find the right influencers and score big, friend",32,31,96.90%,0,1,0,14,45.20%,1,3.20%,7.10%,0,0.00%,"Dec 26, 2024 8:16 AM","Jun 5, 2025 8:36 AM",0,161
Nurture__PC_.Influencer/Social__Email 08__Blog Post_[Blog post] Seven ways to pay your influencers,29,28,96.60%,0,1,0,14,50.00%,1,3.60%,7.10%,0,0.00%,"Jan 2, 2025 8:16 AM","May 29, 2025 9:08 AM",0,147
Nurture__PC_.Influencer/Social__Email 09__Blog Post_[Blog post] How to recruit influencers at scale,29,28,96.60%,0,1,0,12,42.90%,1,3.60%,8.30%,0,0.00%,"Jan 9, 2025 8:15 AM","Jun 5, 2025 7:00 PM",0,147
Nurture__PC_.Influencer/Social__Email 10__Kit_[Starter pack] Ultimate influencer starter kit,27,26,96.30%,0,1,0,10,38.50%,0,0.00%,,0,0.00%,"Jan 16, 2025 8:16 AM","May 29, 2025 8:16 AM",0,133
Nurture__PC_.Influencer/Social__Email 11__Research Report_(emoji chart blue line) This might be the best report to get Influencer Marketing insights,27,25,92.60%,1,1,0,11,44.00%,0,0.00%,,0,0.00%,"Jan 23, 2025 8:15 AM","Jun 5, 2025 8:16 AM",0,133
Nurture__PC_.Influencer/Social__Email 12__Case Study_See how TONI&GUY generated impressive results from their latest influencer program,25,24,96.00%,0,1,0,13,54.20%,1,4.20%,7.70%,0,0.00%,"Feb 6, 2025 8:15 AM","Jun 5, 2025 4:16 PM",0,119
Nurture__PC_.Influencer/Social__Email 13__Ebook_Wisdom from 7 experts on running a successful influencer marketing campaign,20,19,95.00%,0,1,0,8,42.10%,0,0.00%,,0,0.00%,"Feb 13, 2025 8:15 AM","Jun 5, 2025 8:16 AM",0,112
Nurture__PC_.Influencer/Social__Email 14__Blog Post_Blog post: 4 reasons brands succeed on TikTok,17,16,94.10%,0,1,0,8,50.00%,0,0.00%,,0,0.00%,"Feb 20, 2025 8:16 AM","Jun 5, 2025 8:16 AM",0,105
Nurture__PC_.Partnerships__Email 01__Blog Post_11 surprising ways to measure partnership ROI (Updated),261,259,99.20%,1,1,0,120,46.30%,10,3.90%,8.30%,2,0.80%,"Oct 24, 2024 8:15 AM","Jun 6, 2025 12:29 AM",0,225
"Nurture__PC_.Partnerships__Email 02_Acceleration Partners_Ebook_You deserve a promotion, (first name), and this eBook can help (Updated)",221,220,99.50%,0,1,0,106,48.20%,2,0.90%,1.90%,1,0.50%,"Oct 31, 2024 8:16 AM","Jun 5, 2025 11:04 PM",0,218
Nurture__PC_.Partnerships__Email 03__Blog Post_Find out the 5 essential stages of partnerships and their life cycles (Updated),208,207,99.50%,0,1,0,91,44.00%,2,1.00%,2.20%,3,1.40%,"Nov 7, 2024 8:16 AM","Jun 5, 2025 8:43 AM",0,210
"Nurture__PC_.Partnerships__Email 04_Easyship_Webinar_Special delivery, (first name): how Easyship stops affiliate fraud (Updated)",194,193,99.50%,0,1,0,93,48.20%,4,2.10%,4.30%,7,3.60%,"Nov 14, 2024 8:16 AM","Jun 5, 2025 8:23 PM",0,204
"Nurture__PC_.Partnerships__Email 05__Infographic_The real benefits of partnerships may surprise you, (first name) (Updated)",176,175,99.40%,0,1,0,70,40.00%,0,0.00%,,0,0.00%,"Nov 21, 2024 8:15 AM","Jun 5, 2025 6:09 PM",0,196
Nurture__PC_.Partnerships__Email 06__Infographic_(emoji thinking face) How healthy is your partnership mix? (Updated),149,149,100.00%,0,0,0,66,44.30%,0,0.00%,,1,0.70%,"Nov 28, 2024 8:15 AM","Jun 6, 2025 8:05 AM",0,190
Nurture__PC_.Partnerships__Email 07__Ebook_Everything you need to know about tracking partnerships (Updated),117,117,100.00%,0,0,0,65,55.60%,0,0.00%,,0,0.00%,"Dec 5, 2024 8:15 AM","Jun 5, 2025 5:39 PM",0,182
Nurture__PC_.Partnerships__Email 08__Ebook_End the partner recruitment struggle... (Updated),105,104,99.00%,0,1,0,54,51.90%,0,0.00%,,1,1.00%,"Dec 12, 2024 8:15 AM","Jun 5, 2025 9:30 AM",0,175
Nurture__PC_.Partnerships__Email 09__Partnership Snapshots_Here’s why top partnership programs rely on end-to-end automation (Updated),98,97,99.00%,0,1,0,49,50.50%,0,0.00%,,0,0.00%,"Dec 19, 2024 8:16 AM","Jun 5, 2025 8:35 PM",0,169
Nurture__PC_.Partnerships__Email 10__Ebook_The ultimate guide to ultimate revenue: partnership marketing (Updated),"8,762","8,550",97.60%,6,206,0,"3,215",37.60%,60,0.70%,1.90%,36,0.40%,"Dec 26, 2024 8:16 AM","Jun 6, 2025 12:13 PM",0,162
Nurture__PC_.Partnerships__Email 11__Ebook_What do blind dates have to do with your brand’s future? (Updated),"9,188","8,967",97.60%,14,207,0,"3,336",37.20%,50,0.60%,1.50%,57,0.60%,"Jan 2, 2025 8:16 AM","Jun 6, 2025 9:51 AM",0,155
Nurture__PC_.Partnerships__Email 12__Kit_Here's your ultimate brand-to-brand partnership pack (Updated),"8,376","8,158",97.40%,22,196,0,"3,057",37.50%,53,0.60%,1.70%,44,0.50%,"Jan 9, 2025 8:15 AM","Jun 6, 2025 11:16 AM",0,148
Nurture__PC_.Partnerships__Email 13__Worksheet_4 must-have email templates for effective outreach (Updated),"7,977","7,771",97.40%,8,198,0,"2,853",36.70%,64,0.80%,2.20%,27,0.30%,"Jan 16, 2025 8:16 AM","Jun 6, 2025 10:46 AM",0,141
Nurture__PC_.Partnerships__Email 14__Blog Post_Blog post: how leadership should think about modern partnerships (Updated),"7,407","7,211",97.40%,5,191,0,"2,599",36.00%,22,0.30%,0.80%,20,0.30%,"Jan 23, 2025 8:15 AM","Jun 6, 2025 10:36 AM",0,134
Nurture__PC_.Partnerships__Email 15_Sephora_Case Study_(emoji secret face) Sephora's secret to 3X revenue and global scale (Updated),"6,634","6,440",97.10%,10,184,0,"2,272",35.30%,18,0.30%,0.80%,17,0.30%,"Jan 30, 2025 8:15 AM","Jun 6, 2025 11:39 AM",0,127
Nurture__PC_.Partnerships__Email 16_WARC_Whitepaper_(emoji chart blue line) This might be the best report to get Influencer Marketing insights,"6,078","5,896",97.00%,8,174,0,"2,002",34.00%,23,0.40%,1.10%,17,0.30%,"Feb 6, 2025 8:16 AM","Jun 6, 2025 12:09 PM",0,120
Nurture__PC_.Test_Welcome__Email 01__SEM_Rush,"1,867","1,550",83.00%,246,71,0,586,37.80%,7,0.50%,1.20%,35,2.30%,"Apr 24, 2025 5:00 AM","Jun 6, 2025 7:09 AM",0,43
"Nurture__PC_.Welcome__Email 01__Ebook_Hey (first name), welcome to the world of partnerships","6,688","5,757",86.10%,746,185,0,"1,870",32.50%,150,2.60%,8.00%,97,1.70%,"Sep 26, 2024 8:16 AM","Jun 6, 2025 8:17 AM",0,253
"Nurture__PC_.Welcome__Email 02_Acceleration Partners_Ebook_You deserve a promotion, my friend, and this ebook will help (Updated)","5,239","4,989",95.20%,64,186,0,"1,453",29.10%,123,2.50%,8.50%,48,1.00%,"Oct 3, 2024 8:16 AM","Jun 6, 2025 11:25 AM",0,246
Nurture__PC_.Welcome__Email 03__Blog Post_Up your (company name)'s conversions by driving partner traffic directly into apps (Updated),"4,809","4,559",94.80%,74,176,0,"1,281",28.10%,109,2.40%,8.50%,28,0.60%,"Oct 10, 2024 8:15 AM","Jun 6, 2025 9:47 AM",0,239
Nurture__PC_.Welcome__Email 04__Video_(emoji video camera) Here's why your sales and marketing might be falling short (Updated),"4,438","4,194",94.50%,67,177,0,"1,098",26.20%,75,1.80%,6.80%,21,0.50%,"Oct 17, 2024 8:15 AM","Jun 6, 2025 9:54 AM",0,232
Nurture__PC_.Welcome__Email 05__Video_(emoji video camera) Win over decision makers with a 314% ROI (Updated),"4,120","3,924",95.20%,35,161,0,"1,018",25.90%,84,2.10%,8.30%,12,0.30%,"Oct 24, 2024 8:15 AM","Jun 6, 2025 8:19 AM",0,225
"Nurture__PC_.Welcome__Email 06_Richer Sounds__How did a small, selective partnership strategy drive big results? Find out inside (Updated)","3,808","3,634",95.40%,26,148,0,958,26.40%,55,1.50%,5.70%,20,0.60%,"Oct 31, 2024 8:16 AM","Jun 6, 2025 8:18 AM",0,218
"Nurture__PC_.Welcome__Email 07__Ebook_Advertising is dead, but partnerships have your back (Updated)","3,506","3,345",95.40%,23,138,0,850,25.40%,52,1.60%,6.10%,11,0.30%,"Nov 7, 2024 8:16 AM","Jun 6, 2025 1:57 AM",0,211
Nurture__PC_.Welcome__Email 08__Video_How do the best partnership programs use data? Watch these clips (Updated),"3,337","3,174",95.10%,25,138,0,818,25.80%,64,2.00%,7.80%,14,0.40%,"Nov 14, 2024 8:16 AM","Jun 6, 2025 8:17 AM",0,204
Nurture__PC_.Welcome__Email 09__Video_Why top experts diversify their partnerships...,"3,039","2,881",94.80%,36,122,0,742,25.80%,51,1.80%,6.90%,13,0.50%,"Nov 21, 2024 8:15 AM","Jun 6, 2025 8:18 AM",0,197
Nurture__PC_.Welcome__Email 10_TikTok_Blog Post_Blog post: 4 reasons brands succeed on TikTok,"2,732","2,607",95.40%,11,114,0,674,25.90%,60,2.30%,8.90%,9,0.30%,"Nov 28, 2024 8:15 AM","Jun 6, 2025 8:18 AM",0,190
Nurture__PC_.Welcome__Email 11_Sephora_Case Study_(emoji secret face) Sephora's secret to 3X revenue and global scale,"2,391","2,264",94.70%,32,95,0,562,24.80%,42,1.90%,7.50%,2,0.10%,"Dec 5, 2024 8:15 AM","Jun 6, 2025 8:24 AM",0,183
Nurture_ANZ__.Email 1 - Default - Thrive during economic uncertainty: 5 partnership tips,"2,937","2,701",92.00%,165,71,0,"1,025",37.90%,38,1.40%,3.70%,63,2.30%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 1:00 AM",0,728
"Nurture_ANZ__.Email 2 - Default - Low-risk, high-reward: The benefits of affiliate marketing","2,376","2,265",95.30%,51,60,0,829,36.60%,30,1.30%,3.60%,36,1.60%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 5:00 PM",0,729
Nurture_ANZ__.Email 3 - Default - Sephora and Zero Co rocketed ROI,"2,109","2,036",96.50%,26,47,0,757,37.20%,58,2.80%,7.70%,19,0.90%,"Jun 7, 2023 1:01 PM","Jun 6, 2025 5:12 AM",0,730
Nurture_ANZ__.Email 4 - Default - See how LVLY boosted partnership revenue growth by 127%,"1,949","1,873",96.10%,28,48,0,641,34.20%,21,1.10%,3.30%,21,1.10%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 10:05 AM",0,729
Nurture_ANZ__.Email 5 - Default - No more ads: Discover the new way consumers are purchasing,"1,819","1,747",96.00%,26,46,0,570,32.60%,34,1.90%,6.00%,18,1.00%,"Jun 14, 2023 1:01 PM","Jun 5, 2025 5:00 PM",0,722
Nurture_ANZ__.Email 6 - Default - Building successful influencer partnerships: The top strategies,"1,682","1,610",95.70%,31,41,0,551,34.20%,22,1.40%,4.00%,16,1.00%,"Jun 7, 2023 1:01 PM","Jun 5, 2025 10:00 AM",0,729
OP-Email Consent.EMAIL-Consent-Verification,"2,988","2,790",93.40%,138,59,0,"1,443",51.70%,152,5.40%,10.50%,49,1.80%,"Nov 29, 2023 12:00 PM","Jun 6, 2025 12:04 PM",1,555
Owned-Email-Send | 2023 | KTA.Whole Emails Test,"3,519","2,731",77.60%,561,227,0,348,12.70%,25,0.90%,7.20%,10,0.40%,"Jun 21, 2023 5:00 AM","Apr 11, 2025 1:55 PM",1,660
Owned-Email-Send | 20230711 | Creator Launch for Customers.Customer Email - Influencer marketing just got real,"14,711","13,930",94.70%,161,620,0,"4,041",29.00%,225,1.60%,5.60%,59,0.40%,"Jul 11, 2023 8:03 AM","Feb 4, 2025 9:51 AM",1,574
Owned-Email-Send | 20230711 | Creator Launch for Prospects.Prospect Email vA- Drum roll…Get started with impact/Creator image,"45,367","40,186",88.60%,"2,873","2,308",0,"9,147",22.80%,171,0.40%,1.90%,243,0.60%,"Jul 11, 2023 8:02 AM","May 11, 2025 11:46 PM",1,671
Owned-Email-Send | 20230725 | AdWeek - Affiliate.Email - Leverage creators within your partnerships strategy–new research,"2,226","2,079",93.40%,32,115,0,655,31.50%,15,0.70%,2.30%,12,0.60%,"Jul 25, 2023 7:32 AM","Apr 21, 2024 9:07 PM",1,272
Owned-Email-Send | 20230725 | AdWeek - Influencer.Email - The secret to lasting creator partnerships? AdWeek research unveiled,"5,114","4,718",92.30%,87,309,0,942,20.00%,23,0.50%,2.40%,17,0.40%,"Jul 25, 2023 7:32 AM","Nov 16, 2023 9:54 PM",1,115
Owned-Email-Send | 20230828 | impact vs Post Affiliate Pro - India.Email 1 - Post Affiliate Pro - Partner Beyond Traditional Affiliates,132,104,78.80%,27,1,0,33,31.70%,0,0.00%,,1,1.00%,"Aug 30, 2023 1:30 AM","Sep 3, 2023 2:44 AM",0,4
Owned-Email-Send | 20230828 | impact vs Post Affiliate Pro - India.Email 2 - Post Affiliate Pro - Expand your Reach to US and Europe Markets,74,70,94.60%,2,2,0,6,8.60%,0,0.00%,,0,0.00%,"Sep 6, 2023 1:30 AM","Oct 19, 2023 12:02 AM",0,43
Owned-Email-Send | 20230828 | impact vs Post Affiliate Pro - India.Email 3 - Post Affiliate Pro - Easy Onboarding and Management,69,66,95.70%,1,2,0,7,10.60%,0,0.00%,,0,0.00%,"Sep 13, 2023 1:30 AM","Oct 18, 2023 9:05 PM",0,36
Owned-Email-Send | 20230828 | impact vs Post Affiliate Pro - India.Email 4 - Post Affiliate Pro - 2x Growth with impact.com,63,60,95.20%,1,2,0,3,5.00%,0,0.00%,,0,0.00%,"Sep 20, 2023 1:30 AM","Oct 18, 2023 1:38 AM",0,28
Owned-Email-Send | 20230828 | impact vs Tapfiliate - India.Email 1 - Tapfiliate - Expand your Reach to US and Europe Markets,66,56,84.80%,7,3,0,19,33.90%,1,1.80%,5.30%,0,0.00%,"Aug 31, 2023 1:30 AM","Sep 7, 2023 7:27 AM",0,7
