Email Name,Sent,Delivered,% Delivered,Hard Bounced,Soft Bounced,Pending,Opened,% Opened,Clicked Email,% Clicked Email,Clicked to Opened Ratio,Unsubscribed,% Unsubscribed,First Activity (PDT),Last Activity (PDT),Include,days_between
Event-Hosted | PC - 20231019 | Impact Insights SEA Creator Economy (Singapore).Email 3 -One week to go till Impact Insights: SEA Creator Economy - Singapore!,20,19,95.00%,1,0,0,14,73.70%,8,42.10%,57.10%,0,0.00%,"Oct 8, 2023 6:00 PM","Oct 17, 2023 11:17 PM",0,9
Event-Hosted | PC - 20231019 | Impact Insights SEA Creator Economy (Singapore).Email 4 -One day to go! See you at Impact Insights: SEA SEA Creator Economy - Singapore!,69,66,95.70%,3,0,0,48,72.70%,21,31.80%,43.80%,0,0.00%,"Oct 17, 2023 6:00 PM","Oct 22, 2023 7:00 PM",0,5
Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email - Registration confirmation,102,90,88.20%,3,9,0,73,81.10%,35,38.90%,47.90%,0,0.00%,"Sep 6, 2023 4:05 PM","Nov 1, 2023 6:23 AM",1,56
"Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email 1 - You’re invited, (first name): iPX Connect: Creator Edition","12,254","10,801",88.10%,779,674,0,"2,628",24.30%,50,0.50%,1.90%,59,0.50%,"Aug 22, 2023 1:00 PM","Apr 21, 2024 9:05 PM",1,243
"Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email 2 - name, we want to save you a seat!","11,743","10,411",88.70%,615,717,0,"2,746",26.40%,65,0.60%,2.40%,41,0.40%,"Aug 31, 2023 12:00 PM","Jun 5, 2024 1:52 PM",1,279
Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email 3 - Brands and creators: this event was made for you!,"11,439","10,447",91.30%,286,706,0,"2,451",23.50%,42,0.40%,1.70%,40,0.40%,"Oct 2, 2023 9:00 AM","Jun 13, 2024 9:46 AM",1,255
"Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email 4 - (first name), last chance to register for iPX Connect in Los Angeles!","11,259","10,154",90.20%,406,699,0,"2,400",23.60%,41,0.40%,1.70%,35,0.30%,"Oct 18, 2023 9:00 AM","Apr 27, 2025 6:39 PM",1,557
Event-Hosted | PC - 20231024 | iPX Connect - Creator Edition.Email 5 - (first name) thank you for coming to iPX Connect / Creator Edition,67,65,97.00%,2,0,0,48,73.80%,6,9.20%,12.50%,0,0.00%,"Oct 25, 2023 9:00 AM","Nov 1, 2023 6:02 PM",1,7
Event-Hosted | PC - 20231026 | Impact Insights SEA Creator Economy (Kuala Lumpur).Email 1- [Exclusive impact.com Event Invite] Impact Insights: SEA Creator Economy 2023 - Kuala Lumpur,13,13,100.00%,0,0,0,5,38.50%,2,15.40%,40.00%,0,0.00%,"Oct 3, 2023 6:00 PM","Oct 4, 2023 5:27 AM",0,0
Event-Hosted | PC - 20231026 | Impact Insights SEA Creator Economy (Kuala Lumpur).Email 2 -Have you registered for Impact Insights: SEA Creator Economy 2023 - Kuala Lumpur?,15,14,93.30%,1,0,0,2,14.30%,1,7.10%,50.00%,0,0.00%,"Oct 9, 2023 6:00 PM","Oct 15, 2023 11:53 PM",0,6
Event-Hosted | PC - 20231026 | Impact Insights SEA Creator Economy (Kuala Lumpur).Email 4 -One day to go! See you at Impact Insights: SEA Creator Economy - Kuala Lumpur!,61,57,93.40%,3,1,0,34,59.60%,16,28.10%,47.10%,0,0.00%,"Oct 24, 2023 6:00 PM","Oct 31, 2023 4:05 AM",0,6
Event-Hosted | PC - 20231102 | CMO Afternoon Tea.Email - Confirmation - See you at tea time!,12,10,83.30%,2,0,0,9,90.00%,0,0.00%,,0,0.00%,"Oct 9, 2023 8:59 AM","Nov 2, 2023 5:43 PM",0,24
Event-Hosted | PC - 20231116 | Creator Milan - Italy.Email - Registration confirmation,73,62,84.90%,8,3,0,51,82.30%,3,4.80%,5.90%,0,0.00%,"Oct 20, 2023 6:45 AM","Oct 15, 2024 2:36 PM",0,361
Event-Hosted | PC - 20231116 | Creator Milan - Italy.Email - Registration confirmation,73,62,84.90%,8,3,0,51,82.30%,3,4.80%,5.90%,0,0.00%,"Oct 20, 2023 6:45 AM","Oct 15, 2024 2:36 PM",0,361
Event-Hosted | PC - 20240116 | Topgolf Happy Hour at ASW 2024.Email,257,242,94.20%,5,10,0,136,56.20%,32,13.20%,23.50%,0,0.00%,"Jan 4, 2024 9:00 AM","Dec 11, 2024 11:41 AM",1,342
Event-Hosted | PC - 20240116 | Topgolf Happy Hour at ASW 2024.Email 2,583,563,96.60%,3,17,0,411,73.00%,26,4.60%,6.30%,0,0.00%,"Jan 16, 2024 9:00 AM","May 8, 2025 8:56 PM",1,478
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 1,"1,505","1,245",82.70%,161,99,0,368,29.60%,12,1.00%,3.30%,2,0.20%,"Dec 20, 2023 8:00 AM","Jun 18, 2024 6:39 AM",1,181
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 2,"1,458","1,281",87.90%,82,95,0,363,28.30%,16,1.20%,4.40%,5,0.40%,"Jan 4, 2024 9:45 AM","Nov 5, 2024 1:12 PM",1,306
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 3,213,173,81.20%,9,31,0,76,43.90%,6,3.50%,7.90%,2,1.20%,"Jan 8, 2024 8:00 AM","Jan 17, 2024 9:11 AM",1,9
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 4,193,156,80.80%,8,29,0,78,50.00%,4,2.60%,5.10%,0,0.00%,"Jan 10, 2024 8:00 AM","Jan 17, 2024 9:10 AM",1,7
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 5,190,156,82.10%,7,27,0,74,47.40%,5,3.20%,6.80%,0,0.00%,"Jan 17, 2024 8:00 AM","Feb 18, 2024 9:44 AM",1,32
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 6,190,156,82.10%,10,24,0,67,42.90%,0,0.00%,,1,0.60%,"Jan 24, 2024 8:00 AM","Feb 13, 2024 5:31 PM",1,20
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 7A,30,28,93.30%,1,1,0,22,78.60%,1,3.60%,4.50%,1,3.60%,"Jan 26, 2024 10:45 AM","May 7, 2024 11:16 AM",1,102
Event-Hosted | PC - 20240124 | Referral Marketing Workshop at Shopify NY.Email - 7B,27,27,100.00%,0,0,0,15,55.60%,3,11.10%,20.00%,0,0.00%,"Jan 26, 2024 10:50 AM","Apr 4, 2024 6:29 PM",1,69
Event-Hosted | PC - 20240618 | iPX2024 Livestream.Email 10,"27,546","26,114",94.80%,153,"1,279",0,"4,748",18.20%,276,1.10%,5.80%,48,0.20%,"Jun 5, 2024 11:00 AM","Jun 2, 2025 8:23 AM",1,362
Event-Hosted | PC - 20240618 | iPX2024 Livestream.Email 11 Day of Email,145,144,99.30%,1,0,0,85,59.00%,36,25.00%,42.40%,0,0.00%,"Jun 17, 2024 8:00 AM","Aug 13, 2024 1:52 PM",1,57
Event-Hosted | PC - 20240618 | iPX2024 VIP Breakfast.Email,73,73,100.00%,0,0,0,43,58.90%,23,31.50%,53.50%,0,0.00%,"Jun 6, 2024 10:00 AM","Jun 18, 2024 4:05 AM",1,12
Event-Hosted | PC - 20240919 | impact Insights SEA Creator Economy (Singapore).Email 1 - SEA Creator Report Event,172,155,90.10%,13,4,0,64,41.30%,11,7.10%,17.20%,0,0.00%,"Aug 21, 2024 6:00 PM","Jun 3, 2025 12:00 AM",1,285
Event-Hosted | PC - 20240919 | impact Insights SEA Creator Economy (Singapore).Email 2 - Influencers are the key to your growth,141,136,96.50%,2,3,0,56,41.20%,3,2.20%,5.40%,1,0.70%,"Aug 27, 2024 6:00 PM","Sep 15, 2024 9:15 PM",1,19
Event-Hosted | PC - 20240919 | impact Insights SEA Creator Economy (Singapore).Email 3 - Discover new influencer opportunities at SEA Creator Economy 2024,152,148,97.40%,1,3,0,70,47.30%,5,3.40%,7.10%,0,0.00%,"Sep 4, 2024 6:00 PM","Sep 14, 2024 10:37 PM",1,10
Event-Hosted | PC - 20240919 | impact Insights SEA Creator Economy (Singapore).Email 4 - Last chance to register for SEA Creator Economy 2024,151,147,97.40%,1,3,0,56,38.10%,4,2.70%,7.10%,0,0.00%,"Sep 15, 2024 6:00 PM","Sep 23, 2024 2:43 AM",1,7
"Event-Hosted | PC - 20241009 | Partnerships IRL: Brooklyn.Email 1 - You’re invited, [First Name]: Partnerships IRL: Brooklyn","3,537","3,189",90.20%,220,128,0,877,27.50%,54,1.70%,6.20%,7,0.20%,"Sep 10, 2024 7:00 AM","Apr 24, 2025 7:28 AM",1,226
Event-Hosted | PC - 20241009 | Partnerships IRL: Brooklyn.Email 2 - brands + creators = (heart),"3,301","3,132",94.90%,47,122,0,850,27.10%,21,0.70%,2.50%,11,0.40%,"Sep 17, 2024 7:00 AM","Nov 25, 2024 7:26 PM",1,70
Event-Hosted | PC - 20241009 | Partnerships IRL: Brooklyn.Email 3 - Did you RSVP for Partnerships IRL: Brooklyn yet?,"3,237","3,089",95.40%,27,121,0,810,26.20%,42,1.40%,5.20%,13,0.40%,"Sep 24, 2024 7:00 AM","Jan 2, 2025 6:58 AM",1,100
Event-Hosted | PC - 20241009 | Partnerships IRL: Brooklyn.Email 4 - NEXT WEEK: our exclusive networking event,"3,188","3,047",95.60%,21,120,0,724,23.80%,28,0.90%,3.90%,7,0.20%,"Oct 2, 2024 7:00 AM","Nov 25, 2024 7:26 PM",0,55
"Event-Hosted | PC - 20250625 | iPX25 London.Email 01 - (first name), save the date for iPX25",67,66,98.50%,0,1,0,33,50.00%,8,12.10%,24.20%,0,0.00%,"Jan 31, 2025 4:00 AM","May 22, 2025 6:49 AM",0,111
"Event-Hosted | PC - 20250625 | iPX25 London.Email 01 - (first name), save the date for iPX25",67,66,98.50%,0,1,0,33,50.00%,8,12.10%,24.20%,0,0.00%,"Jan 31, 2025 4:00 AM","May 22, 2025 6:49 AM",0,111
Event-Hosted | PC - 20250625 | iPX25 London.Email 02 - Limited time left to secure Super Early Bird ticket rates,62,61,98.40%,0,1,0,28,45.90%,1,1.60%,3.60%,0,0.00%,"Mar 19, 2025 2:00 AM","May 22, 2025 6:50 AM",0,64
Event-Hosted | PC - 20250625 | iPX25 London.Email 02 - Limited time left to secure Super Early Bird ticket rates,62,61,98.40%,0,1,0,28,45.90%,1,1.60%,3.60%,0,0.00%,"Mar 19, 2025 2:00 AM","May 22, 2025 6:50 AM",0,64
"Event-Hosted | PC - 20250625 | iPX25 London.Email 03 - (first name), iPX25 London ticket prices increase soon!",76,75,98.70%,1,0,0,47,62.70%,3,4.00%,6.40%,0,0.00%,"Apr 23, 2025 2:00 AM","May 22, 2025 6:47 AM",0,29
"Event-Hosted | PC - 20250625 | iPX25 London.Email 03 - (first name), iPX25 London ticket prices increase soon!",76,75,98.70%,1,0,0,47,62.70%,3,4.00%,6.40%,0,0.00%,"Apr 23, 2025 2:00 AM","May 22, 2025 6:47 AM",0,29
"Event-Hosted | PC - 20250625 | iPX25 London.Email 04 - (first name), the iPX 2025 London app is LIVE!",167,167,100.00%,0,0,0,93,55.70%,38,22.80%,40.90%,0,0.00%,"Jun 6, 2025 2:00 AM","Jun 6, 2025 11:52 AM",0,0
"Event-Hosted | PC - 20250625 | iPX25 London.Email 04 - (first name), the iPX 2025 London app is LIVE!",167,167,100.00%,0,0,0,93,55.70%,38,22.80%,40.90%,0,0.00%,"Jun 6, 2025 2:00 AM","Jun 6, 2025 11:52 AM",0,0
Event-Hosted | PC - 20250911 | iPX25 Sydney.Email 01 (Agency),4,4,100.00%,0,0,0,2,50.00%,1,25.00%,50.00%,0,0.00%,"Apr 14, 2025 7:30 PM","Apr 17, 2025 2:59 AM",0,2
Event-Hosted | PC - 20250911 | iPX25 Sydney.Email 01 (Customer),50,49,98.00%,1,0,0,35,71.40%,16,32.70%,45.70%,2,4.10%,"Apr 14, 2025 7:30 PM","Jun 1, 2025 8:51 PM",0,48
Event-Hosted | PC - 20250911 | iPX25 Sydney.Email 01 (Generic + Publisher),99,95,96.00%,2,2,0,36,37.90%,7,7.40%,19.40%,0,0.00%,"Apr 14, 2025 7:30 PM","May 19, 2025 5:43 PM",0,35
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 1 - Triff impact.com auf der DMEXCO 2023,767,700,91.30%,45,22,0,241,34.40%,5,0.70%,2.10%,6,0.90%,"Aug 10, 2023 2:00 AM","Nov 6, 2023 11:59 AM",0,88
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 1 - Triff impact.com auf der DMEXCO 2023,767,700,91.30%,45,22,0,241,34.40%,5,0.70%,2.10%,6,0.90%,"Aug 10, 2023 2:00 AM","Nov 6, 2023 11:59 AM",0,88
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 2 - Save the Date – impact.com auf der DMEXCO 2023,784,753,96.00%,10,21,0,247,32.80%,6,0.80%,2.40%,7,0.90%,"Aug 16, 2023 2:01 AM","Oct 29, 2023 8:13 AM",0,74
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 2 - Save the Date – impact.com auf der DMEXCO 2023,784,753,96.00%,10,21,0,247,32.80%,6,0.80%,2.40%,7,0.90%,"Aug 16, 2023 2:01 AM","Oct 29, 2023 8:13 AM",0,74
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 3 - impact.com nimmt an der Masterclass zu Affiliate-Marketing 2.0 teil,763,736,96.50%,10,17,0,237,32.20%,2,0.30%,0.80%,6,0.80%,"Aug 23, 2023 7:00 AM","Oct 29, 2023 8:31 AM",0,67
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 3 - impact.com nimmt an der Masterclass zu Affiliate-Marketing 2.0 teil,763,736,96.50%,10,17,0,237,32.20%,2,0.30%,0.80%,6,0.80%,"Aug 23, 2023 7:00 AM","Oct 29, 2023 8:31 AM",0,67
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 4 - Drei Wochen bis zur DMEXCO – verpass nicht diese Highlights!,753,718,95.40%,19,16,0,223,31.10%,2,0.30%,0.90%,7,1.00%,"Aug 30, 2023 7:00 AM","Oct 29, 2023 8:39 AM",0,60
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 4 - Drei Wochen bis zur DMEXCO – verpass nicht diese Highlights!,753,718,95.40%,19,16,0,223,31.10%,2,0.30%,0.90%,7,1.00%,"Aug 30, 2023 7:00 AM","Oct 29, 2023 8:39 AM",0,60
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 5 - Tauch ein in eine neue Welt der Partnerschaften – triff impact.com auf der DMEXCO 2023,735,695,94.60%,24,16,0,213,30.60%,4,0.60%,1.90%,1,0.10%,"Sep 6, 2023 7:00 AM","Jan 17, 2024 7:28 PM",0,134
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 5 - Tauch ein in eine neue Welt der Partnerschaften – triff impact.com auf der DMEXCO 2023,735,695,94.60%,24,16,0,213,30.60%,4,0.60%,1.90%,1,0.10%,"Sep 6, 2023 7:00 AM","Jan 17, 2024 7:28 PM",0,134
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 6 - Nur noch eine Woche bis zur DMEXCO – jetzt noch schnell Termin sichern!,731,702,96.00%,16,13,0,211,30.10%,1,0.10%,0.50%,4,0.60%,"Sep 13, 2023 7:00 AM","Oct 29, 2023 9:00 AM",0,46
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 6 - Nur noch eine Woche bis zur DMEXCO – jetzt noch schnell Termin sichern!,731,702,96.00%,16,13,0,211,30.10%,1,0.10%,0.50%,4,0.60%,"Sep 13, 2023 7:00 AM","Oct 29, 2023 9:00 AM",0,46
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 7 - Letzte Chance! Jetzt noch schnell Termin für die DMEXCO 2023 sichern!,721,692,96.00%,13,16,0,214,30.90%,2,0.30%,0.90%,3,0.40%,"Sep 20, 2023 7:00 AM","Jan 17, 2024 8:40 PM",0,120
Event-Tradeshow | PC - 20230920 | DACH DMEXCO.Email 7 - Letzte Chance! Jetzt noch schnell Termin für die DMEXCO 2023 sichern!,721,692,96.00%,13,16,0,214,30.90%,2,0.30%,0.90%,3,0.40%,"Sep 20, 2023 7:00 AM","Jan 17, 2024 8:40 PM",0,120
Event-Webinar | 20241015 | Marketing Dive - The Influencer + Affiliate Formula.Email 1 - Uncover the secret to affiliate + influencer integration,378,361,95.50%,5,12,0,150,41.60%,16,4.40%,10.70%,4,1.10%,"Oct 1, 2024 10:00 AM","Dec 16, 2024 5:46 PM",1,76
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 1 - Affiliate + influencer = full-funnel dominance,"48,366","45,123",93.30%,"1,329","1,914",0,"9,726",21.60%,310,0.70%,3.20%,225,0.50%,"Jan 30, 2024 10:00 AM","Jun 6, 2025 8:27 AM",1,493
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 2 - Don’t miss this webinar on influencer + affiliate,"47,205","43,651",92.50%,"1,522","2,032",0,"9,793",22.40%,338,0.80%,3.50%,185,0.40%,"Feb 6, 2024 10:00 AM","May 26, 2025 6:04 PM",1,475
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 3 - How can you use creators for full-funnel marketing? Hear from Amazon Music,"46,509","43,939",94.50%,734,"1,836",0,"9,156",20.80%,276,0.60%,3.00%,103,0.20%,"Feb 13, 2024 10:27 AM","May 4, 2025 8:54 AM",1,446
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 4 - The future of creator-led marketing is calling,"45,368","43,211",95.20%,391,"1,766",0,"8,734",20.20%,223,0.50%,2.60%,126,0.30%,"Feb 20, 2024 10:00 AM","Apr 23, 2025 6:31 PM",1,428
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 5 - ATTENTION Affiliate and Influencer Marketers - you don’t want to miss this,"44,973","42,689",94.90%,549,"1,735",0,"8,782",20.60%,204,0.50%,2.30%,116,0.30%,"Feb 27, 2024 7:00 AM","May 6, 2025 9:30 AM",1,434
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 6 - See you next week!,"43,785","41,835",95.50%,259,"1,691",0,"8,455",20.20%,215,0.50%,2.50%,119,0.30%,"Mar 5, 2024 7:00 AM","May 31, 2025 1:48 PM",1,452
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 7 - TOMORROW! (for those RSVP'd),713,698,97.90%,8,7,0,367,52.60%,35,5.00%,9.50%,3,0.40%,"Mar 12, 2024 7:00 AM","Sep 19, 2024 12:08 PM",1,191
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 8 - TOMORROW! (for non-registrants),"43,447","41,338",95.10%,252,"1,857",0,"8,942",21.60%,253,0.60%,2.80%,139,0.30%,"Mar 12, 2024 7:00 AM","May 31, 2025 1:48 PM",1,445
Event-Webinar | PC - 20240306 | Convergence Webinar.Email 9A - Here's what you missed from our webinar,510,500,98.00%,3,5,0,228,45.60%,30,6.00%,13.20%,1,0.20%,"Mar 14, 2024 10:00 AM","Oct 11, 2024 4:24 PM",1,211
"Event-Webinar | PC - 20240306 | Convergence Webinar.Email 9B - Thanks for joining the webinar, (name)!",107,105,98.10%,2,0,0,67,63.80%,9,8.60%,13.40%,0,0.00%,"Mar 14, 2024 10:00 AM","Jun 28, 2024 10:22 AM",1,106
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 1 - Invite - Customers,40,35,87.50%,5,0,0,13,37.10%,1,2.90%,7.70%,0,0.00%,"Mar 20, 2024 6:00 PM","Mar 28, 2024 6:24 PM",0,8
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 1 - Invite - Prospects,66,48,72.70%,13,5,0,18,37.50%,3,6.30%,16.70%,0,0.00%,"Mar 20, 2024 6:00 PM","Mar 28, 2024 1:34 AM",0,7
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 2 -Followup - Prospects,30,27,90.00%,1,2,0,11,40.70%,0,0.00%,,0,0.00%,"Mar 25, 2024 6:00 PM","Apr 10, 2024 6:33 PM",0,16
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 2-Followup - Customers,29,29,100.00%,0,0,0,13,44.80%,0,0.00%,,0,0.00%,"Mar 25, 2024 6:00 PM","Apr 2, 2024 9:06 AM",0,8
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 3 - Final followup - Customers,29,29,100.00%,0,0,0,10,34.50%,0,0.00%,,0,0.00%,"Mar 31, 2024 6:00 PM","Apr 4, 2024 12:12 AM",0,3
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 3 - Final followup - Prospects,21,19,90.50%,0,2,0,8,42.10%,0,0.00%,,0,0.00%,"Mar 31, 2024 6:00 PM","Apr 2, 2024 3:07 PM",0,2
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 5 - Thank you for joining Riding the Wave with Travel Influencer Marketing Webinar!,15,15,100.00%,0,0,0,9,60.00%,0,0.00%,,0,0.00%,"Apr 9, 2024 6:00 PM","Apr 16, 2024 4:54 AM",0,6
Event-Webinar | PC - 20240403 | SEA Influencer Marketing Travel.Email 6 - Sorry we missed you at Riding the Wave with Travel Influencer Marketing Webinar!,14,14,100.00%,0,0,0,6,42.90%,2,14.30%,33.30%,0,0.00%,"Apr 9, 2024 6:00 PM","Apr 20, 2024 11:11 PM",0,11
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 1 - Beauty - [Exclusive Webinar Invite]: Beauty and Fashion Trends & Transformations: Leveraging Affiliate and Influencer Marketing,50,45,90.00%,3,2,0,15,33.30%,1,2.20%,6.70%,0,0.00%,"Jun 3, 2024 6:00 PM","Apr 23, 2025 2:07 AM",0,323
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 1 - Fashion - [Exclusive Webinar Invite]: Beauty and Fashion Trends & Transformations: Leveraging Affiliate and Influencer Marketing,8,7,87.50%,1,0,0,4,57.10%,0,0.00%,,0,0.00%,"Jun 3, 2024 6:00 PM","Jun 4, 2024 11:04 AM",0,1
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 10 - Thank you for joining our webinar,7,6,85.70%,1,0,0,4,66.70%,0,0.00%,,0,0.00%,"Jun 13, 2024 6:00 PM","Jun 17, 2024 9:39 PM",0,4
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 11 - Sorry we missed you at webinar,18,15,83.30%,1,2,0,11,73.30%,4,26.70%,36.40%,0,0.00%,"Jun 13, 2024 6:00 PM","Jun 18, 2024 12:16 PM",0,5
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 2 - Beauty - Your Chance to Succeed in Affiliate and Influencer Marketing - Don't Miss Out!,47,44,93.60%,1,2,0,23,52.30%,0,0.00%,,0,0.00%,"Jun 10, 2024 6:00 PM","Jul 31, 2024 2:37 AM",0,50
Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA.Email 2 - Fashion - Your Chance to Succeed in Affiliate and Influencer Marketing - Don't Miss Out!,7,7,100.00%,0,0,0,5,71.40%,0,0.00%,,0,0.00%,"Jun 10, 2024 6:00 PM","Jul 31, 2024 2:37 AM",0,50
Event-Webinar | PC - 20240625 | Full Funnel Advantage of Aff & Infl Mkting- ANZ.Email 1 - ANZ Convergence Webinar- Accelerate Growth with Influencer and Affiliate Marketing,"1,681","1,568",93.30%,68,45,0,531,33.90%,46,2.90%,8.70%,11,0.70%,"Jun 10, 2024 5:30 PM","Nov 23, 2024 10:43 PM",0,166
Event-Webinar | PC - 20240625 | Full Funnel Advantage of Aff & Infl Mkting- ANZ.Email 2 - Don’t miss this webinar on influencer + affiliate,"1,626","1,561",96.00%,21,44,0,528,33.80%,32,2.00%,6.10%,12,0.80%,"Jun 19, 2024 5:30 PM","Feb 13, 2025 12:47 PM",0,239
Event-Webinar | PC - 20240625 | Full Funnel Advantage of Aff & Infl Mkting- ANZ.Email 3 - Last chance to register for influencer + affiliate marketing webinar,"1,591","1,546",97.20%,2,43,0,540,34.90%,33,2.10%,6.10%,8,0.50%,"Jun 23, 2024 5:30 PM","Dec 1, 2024 2:24 PM",0,161
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 1 - Webinar: Uplevel your full-funnel marketing with influencers and affiliates,"55,476","52,608",94.80%,844,"2,024",0,"11,824",22.50%,489,0.90%,4.10%,158,0.30%,"Jun 5, 2024 7:00 AM","Jun 4, 2025 11:34 AM",1,364
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 2 - Webinar on omnichannel marketing with influencers + affiliates,"108,507","103,866",95.70%,575,"4,066",0,"15,185",14.60%,626,0.60%,4.10%,278,0.30%,"Jun 11, 2024 7:00 AM","Jun 4, 2025 11:32 AM",1,358
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 4 - The future of omnichannel marketing is calling,"53,564","51,348",95.90%,229,"1,987",0,"11,298",22.00%,409,0.80%,3.60%,113,0.20%,"Jun 26, 2024 10:19 AM","Jun 4, 2025 11:15 AM",1,343
"Event-Webinar | PC - 20240716 | Convergence Webinar.Email 5 - Affiliate and Influencer Marketers, this one’s for you","53,272","51,178",96.10%,166,"1,928",0,"11,308",22.10%,504,1.00%,4.50%,146,0.30%,"Jul 2, 2024 7:01 AM","Jun 4, 2025 11:13 AM",1,337
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 6 - See you next week!,"52,931","50,812",96.00%,219,"1,900",0,"9,482",18.70%,458,0.90%,4.80%,111,0.20%,"Jul 9, 2024 7:01 AM","Jun 4, 2025 11:12 AM",1,330
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 7A - non registrants - TOMORROW!,"52,592","50,425",95.90%,190,"1,977",0,"9,829",19.50%,477,0.90%,4.90%,118,0.20%,"Jul 15, 2024 7:01 AM","Jun 6, 2025 4:51 AM",1,326
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 7B - registrants - TOMORROW!,804,745,92.70%,16,42,0,359,48.20%,26,3.50%,7.20%,1,0.10%,"Jul 15, 2024 7:00 AM","Oct 3, 2024 5:04 AM",1,80
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 7B v2 - registrants - TODAY!,19,19,100.00%,0,0,0,9,47.40%,0,0.00%,,0,0.00%,"Jul 16, 2024 7:09 AM","Jul 17, 2024 3:03 AM",1,1
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 8A - Here’s what you missed on Tuesday,461,421,91.30%,7,33,0,181,43.00%,53,12.60%,29.30%,0,0.00%,"Jul 17, 2024 10:18 AM","Nov 21, 2024 5:44 PM",1,127
"Event-Webinar | PC - 20240716 | Convergence Webinar.Email 8B - Thanks for joining the webinar, (name)!",205,201,98.00%,2,2,0,110,54.70%,14,7.00%,12.70%,0,0.00%,"Jul 17, 2024 10:17 AM","Feb 7, 2025 5:13 PM",1,205
Event-Webinar | PC - 20240716 | Convergence Webinar.Email 9 - Requesting feedback on impact.com webinar,203,197,97.00%,3,3,0,95,48.20%,8,4.10%,8.40%,1,0.50%,"Jul 18, 2024 10:00 AM","Sep 11, 2024 3:39 AM",1,55
Event-Webinar | PC - 20240730 | SEA From a Black Box to a Clear Box.Email 1 - Affiliate Growth - Free Live Demo,"1,116","1,001",89.70%,64,51,0,254,25.40%,11,1.10%,4.30%,2,0.20%,"Jul 29, 2024 8:00 PM","Sep 28, 2024 11:34 PM",0,61
